score,pass,confidence
0.6666666666666666,True,-0.35447028279304504
0.0,False,-0.8999369740486145
0.0,False,-0.17954029142856598
0.0,False,-0.6668405532836914
0.0,False,-3.4901058673858643
0.14285714285714285,False,-0.48043110966682434
0.0,False,-0.32016846537590027
0.3076923076923077,False,-0.41136178374290466
0.16000000000000003,False,-0.7024845480918884
0.4,False,-0.25159019231796265
1.0,True,-0.46209588646888733
0.2,False,-0.37703970074653625
0.2222222222222222,False,-0.993483304977417
0.0,False,-0.6486232280731201
0.0,False,-0.33939042687416077
0.0,False,-1.332459568977356
0.24242424242424243,False,-0.19300709664821625
0.5,False,-0.5860329270362854
0.0,False,-0.7859795093536377
0.5,False,-0.8158584833145142
0.0,False,-0.8969233632087708
0.0,False,-0.7502725720405579
1.0,True,-1.2076668739318848
1.0,True,-0.6746859550476074
0.0,False,-0.8017198443412781
1.0,True,-0.6239606738090515
0.0,False,-0.5043985247612
0.0,False,-1.1659694910049438
0.6666666666666666,True,-0.2515585124492645
0.6666666666666666,True,-0.27840644121170044
1.0,True,-0.2009347379207611
0.15384615384615383,False,-1.1167713403701782
0.5,False,-0.3933781385421753
0.0,False,-0.801173985004425
0.5,False,-2.0431671142578125
0.0,False,-0.2835025191307068
0.125,False,-0.8590477108955383
0.5,False,-0.3939822316169739
0.3636363636363636,False,-0.5273599624633789
1.0,True,-0.8830525279045105
0.14814814814814814,False,-0.4998384416103363
0.0,False,-0.5515305399894714
0.0,False,-0.7287282943725586
0.0,False,-0.37012964487075806
0.0,False,-1.0319260358810425
0.16666666666666669,False,-0.392229288816452
0.4,False,-0.5339972972869873
0.0,False,-0.5125381946563721
0.125,False,-0.252651572227478
0.4,False,-1.09675931930542
0.0,False,-1.0468909740447998
